epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,7078.45,0.88671,0.2214,0.05096,0.72296,0.89466,0.80107,0.84567,0.90345,0.72085,0.80207,0.84672,0.9046,0.89794,0.77412,0.12194,0.0049,0.66388,0.87345,0.002014,0.002014,0.002014
123,7136.51,0.89471,0.24674,0.05099,0.72951,0.89557,0.83502,0.82981,0.9023,0.72292,0.83673,0.82887,0.90335,0.89766,0.77,0.10913,0.00399,0.66676,0.87308,0.001948,0.001948,0.001948
124,7194.55,0.88556,0.239,0.05067,0.71227,0.89419,0.8293,0.81657,0.89989,0.71783,0.8277,0.8203,0.90048,0.89543,0.7744,0.10365,0.00408,0.65753,0.86845,0.001882,0.001882,0.001882
125,7251.87,0.88463,0.2325,0.04786,0.71457,0.89334,0.81578,0.84884,0.91162,0.73352,0.81879,0.8502,0.91397,0.90864,0.76959,0.09991,0.00358,0.64325,0.87164,0.001816,0.001816,0.001816
126,7309.46,0.89467,0.2452,0.05069,0.72848,0.89243,0.78578,0.86468,0.90678,0.72682,0.78226,0.86587,0.90618,0.90232,0.75612,0.09534,0.00383,0.64086,0.86723,0.00175,0.00175,0.00175
127,7367.31,0.87152,0.22614,0.04729,0.70228,0.88953,0.80686,0.84349,0.90181,0.72445,0.80787,0.84454,0.90322,0.89728,0.76307,0.10122,0.00342,0.64047,0.87043,0.001684,0.001684,0.001684
128,7424.87,0.8751,0.23431,0.05088,0.70345,0.89186,0.81716,0.83621,0.90517,0.7323,0.81842,0.83932,0.90618,0.90056,0.75206,0.10468,0.00374,0.63848,0.86679,0.001618,0.001618,0.001618
129,7482.57,0.87323,0.22979,0.04929,0.7015,0.8913,0.79804,0.84778,0.90314,0.72983,0.80616,0.84249,0.90485,0.89916,0.74942,0.09623,0.00364,0.64832,0.86625,0.001552,0.001552,0.001552
130,7540.3,0.87178,0.23073,0.04834,0.69875,0.88844,0.82307,0.83827,0.90712,0.7297,0.82411,0.83932,0.90848,0.90275,0.75894,0.09924,0.00328,0.65355,0.86725,0.001486,0.001486,0.001486
131,7598.62,0.85878,0.22893,0.04772,0.68523,0.88627,0.80389,0.85201,0.90983,0.73267,0.8245,0.83404,0.90792,0.90376,0.76182,0.10238,0.00311,0.62755,0.867,0.00142,0.00142,0.00142
132,7656.61,0.86389,0.22214,0.04753,0.69032,0.88764,0.82341,0.83795,0.90573,0.7271,0.82543,0.8397,0.90653,0.90182,0.76292,0.09563,0.00406,0.6376,0.86526,0.001354,0.001354,0.001354
133,7713.92,0.85171,0.22003,0.04949,0.68216,0.88535,0.80645,0.84355,0.90765,0.73,0.80645,0.84355,0.90846,0.90303,0.75198,0.09715,0.00363,0.64291,0.86362,0.001288,0.001288,0.001288
134,7771.81,0.8493,0.20685,0.04807,0.67777,0.88166,0.8256,0.81818,0.90472,0.7313,0.83504,0.81184,0.90513,0.89933,0.75315,0.10517,0.0039,0.62928,0.86564,0.001222,0.001222,0.001222
135,7829.73,0.84944,0.21491,0.04349,0.6704,0.88252,0.83907,0.82241,0.91172,0.73787,0.84015,0.82347,0.91269,0.90837,0.74799,0.0969,0.00339,0.62414,0.86357,0.001156,0.001156,0.001156
136,7887.44,0.84489,0.2141,0.0495,0.66635,0.88361,0.80353,0.85412,0.9138,0.73826,0.80452,0.85518,0.91396,0.90908,0.75331,0.09547,0.00381,0.6155,0.86376,0.00109,0.00109,0.00109
137,7945.61,0.83797,0.21195,0.04701,0.66854,0.87931,0.82007,0.81907,0.90919,0.73651,0.82219,0.82118,0.91145,0.90574,0.75311,0.09462,0.00372,0.62828,0.86326,0.001024,0.001024,0.001024
138,8003.43,0.82515,0.21428,0.04803,0.65541,0.87802,0.78821,0.87337,0.9141,0.74169,0.79012,0.87548,0.91474,0.91028,0.73956,0.09383,0.00368,0.63035,0.86163,0.000958,0.000958,0.000958
139,8060.78,0.83511,0.20557,0.04567,0.65981,0.88017,0.8121,0.82664,0.90624,0.73228,0.82821,0.81712,0.90631,0.90041,0.75085,0.09931,0.004,0.64111,0.86439,0.000892,0.000892,0.000892
140,8118.64,0.82473,0.21284,0.04499,0.65386,0.87879,0.84604,0.81184,0.90699,0.73997,0.84604,0.81184,0.90563,0.90118,0.74215,0.09553,0.00376,0.62896,0.86454,0.000826,0.000826,0.000826
141,8178.53,0.78401,0.15166,0.01184,0.61895,0.87119,0.8237,0.82347,0.90616,0.73314,0.8237,0.82347,0.90565,0.90135,0.74497,0.09988,0.00292,0.63182,0.86251,0.00076,0.00076,0.00076
142,8235.78,0.77861,0.12985,0.01064,0.60526,0.8701,0.83085,0.83598,0.90991,0.74038,0.8319,0.83704,0.91174,0.90629,0.74345,0.09905,0.00255,0.61253,0.86251,0.000694,0.000694,0.000694
143,8292.83,0.76723,0.12842,0.00923,0.59513,0.86335,0.80973,0.85921,0.90903,0.74457,0.81138,0.85835,0.91008,0.90374,0.73608,0.09657,0.00183,0.61958,0.86183,0.000628,0.000628,0.000628
144,8349.8,0.77201,0.13758,0.00941,0.59307,0.86627,0.84653,0.82216,0.91691,0.74472,0.84653,0.82216,0.9176,0.91179,0.74115,0.10044,0.002,0.62276,0.86017,0.000562,0.000562,0.000562
145,8407.19,0.76346,0.14291,0.01008,0.58516,0.86648,0.83974,0.81979,0.91387,0.7477,0.84137,0.8129,0.91329,0.90947,0.73295,0.09669,0.00211,0.62192,0.85624,0.000496,0.000496,0.000496
146,8464.74,0.75515,0.12216,0.00875,0.57541,0.86378,0.84204,0.83615,0.9145,0.7494,0.8431,0.83721,0.91493,0.91015,0.72917,0.10188,0.00209,0.61168,0.86058,0.00043,0.00043,0.00043
147,8522.23,0.74846,0.12693,0.00965,0.56964,0.86516,0.83183,0.84182,0.91203,0.74384,0.83506,0.83491,0.91251,0.9078,0.73154,0.09861,0.0019,0.60778,0.86065,0.000364,0.000364,0.000364
148,8579.23,0.74845,0.1336,0.0087,0.56263,0.86535,0.83743,0.83854,0.91284,0.74969,0.83848,0.8396,0.91367,0.90885,0.72993,0.09994,0.00182,0.61328,0.8596,0.000298,0.000298,0.000298
149,8636.34,0.74354,0.12999,0.01038,0.56296,0.86358,0.84336,0.83093,0.91138,0.74847,0.84443,0.83199,0.91194,0.90719,0.73509,0.09526,0.00189,0.61365,0.85903,0.000232,0.000232,0.000232
150,8693.05,0.72846,0.11698,0.01047,0.54791,0.86168,0.8391,0.82347,0.91141,0.7489,0.84017,0.82452,0.91217,0.90697,0.72878,0.09657,0.002,0.61665,0.85842,0.000166,0.000166,0.000166
